"","X","carat","cut","color","clarity","depth","table","price","x","y","z"
"6521",52671,0.7,"Premium","D","SI1",62.6,58,2550,5.67,5.6,3.53
"6522",27285,2.56,"Ideal","J","SI1",61.4,58,17753,8.73,8.76,5.37
"6523",12130,1.57,"Ideal","H","I1",62.8,56,5170,7.42,7.36,4.64
"6524",2066,0.32,"Premium","H","VS1",62.4,58,561,4.35,4.4,2.73
"6525",21028,1.52,"Ideal","H","SI1",60.1,60,9235,7.5,7.42,4.48
"6526",13520,1,"Very Good","G","VS2",62.7,58,5544,6.34,6.42,4
"6527",12931,1.31,"Very Good","J","SI1",62.5,55,5382,6.97,7.05,4.38
"6528",49286,0.7,"Ideal","G","SI2",62.4,56,2092,5.65,5.67,3.53
"6529",1187,0.72,"Very Good","F","VS2",63.3,57,2931,5.69,5.72,3.61
"6530",29262,0.31,"Premium","G","VS2",61,56,698,4.37,4.35,2.66
"6531",29002,0.34,"Ideal","F","VS2",61.6,57,686,4.47,4.53,2.77
"6532",3114,0.92,"Ideal","I","SI1",61.8,57,3323,6.27,6.25,3.87
"6533",41641,0.4,"Ideal","H","IF",62.7,57,1238,4.7,4.68,2.94
"6534",34001,0.42,"Ideal","G","VS2",62.2,54,847,4.8,4.82,2.99
"6535",20890,1.17,"Ideal","G","VVS2",61.7,55,9110,6.77,6.74,4.17
"6536",13126,1.22,"Good","I","VS2",57.2,60,5431,7.07,7.01,4.03
"6537",21084,1.41,"Good","H","VS2",63.8,60,9254,7.12,7.04,4.52
"6538",9795,1.01,"Good","E","SI2",63.7,58,4666,6.32,6.36,4.04
"6539",17567,1.2,"Ideal","H","VS2",61.2,59,7072,6.84,6.89,4.2
"6540",42699,0.52,"Very Good","G","SI1",63.3,55,1338,5.1,5.07,3.22
"6541",18043,0.35,"Premium","E","SI1",59.7,60,614,4.53,4.58,2.72
"6542",51590,0.72,"Ideal","H","SI2",61.3,56,2393,5.77,5.75,3.53
"6543",51685,0.74,"Very Good","G","SI2",63.3,57,2398,5.73,5.7,3.62
"6544",51089,0.7,"Very Good","H","VS2",60,57,2335,5.74,5.8,3.46
"6545",52620,0.73,"Very Good","D","SI1",63.6,57,2548,5.68,5.71,3.62
"6546",27196,2.01,"Good","I","VS2",65,57,17497,7.85,7.99,5.15
"6547",19709,0.42,"Very Good","D","SI2",58.6,58,625,4.91,4.98,2.9
"6548",25714,1.5,"Ideal","E","VS2",63.4,54,14618,7.22,7.25,4.59
"6549",42713,0.56,"Ideal","G","SI1",62.5,56,1340,5.21,5.28,3.28
"6550",5372,0.3,"Ideal","D","SI2",63,55,574,4.26,4.25,2.68
"6551",23097,1.34,"Premium","G","VVS2",61.3,58,11118,7.16,7.1,4.37
"6552",41560,0.54,"Premium","F","SI1",61.8,60,1237,5.2,5.22,3.22
"6553",24482,1.5,"Good","E","SI1",64.2,55,12754,7.17,7.22,4.62
"6554",49136,0.56,"Ideal","D","VS2",61.6,56,2066,5.31,5.27,3.26
"6555",38217,0.43,"Ideal","E","SI1",62.9,56,1016,4.83,4.8,3.03
"6556",9860,1.18,"Good","G","SI1",64.2,62,4678,6.6,6.51,4.25
"6557",35355,0.42,"Ideal","D","SI2",62.4,57,898,4.81,4.78,2.99
"6558",40233,0.41,"Ideal","G","VVS1",61.5,57,1123,4.79,4.82,2.95
"6559",6017,0.91,"Premium","H","VS2",62.3,57,3963,6.22,6.13,3.85
"6560",21099,1.73,"Premium","J","SI1",60.7,58,9271,7.78,7.73,4.71
"6561",31226,0.32,"Very Good","D","SI1",63.5,55,756,4.35,4.31,2.75
"6562",50956,0.59,"Ideal","G","VVS1",61.5,57,2322,5.36,5.4,3.31
"6563",43399,0.64,"Fair","I","VS2",55.3,69,1411,5.85,5.69,3.19
"6564",36218,0.36,"Ideal","F","VS2",60.9,57,932,4.61,4.58,2.8
"6565",13698,1.23,"Ideal","I","SI1",62.1,58,5600,6.82,6.86,4.25
"6566",43339,0.56,"Ideal","I","VS1",60.5,55,1406,5.33,5.39,3.24
"6567",37151,0.32,"Ideal","E","VS1",59.9,55,972,4.49,4.46,2.68
"6568",26221,2.01,"Good","H","SI1",60.9,65,15618,8.22,8.18,4.99
"6569",5753,0.9,"Good","E","SI2",61.3,61,3895,6.13,6.17,3.77
"6570",5048,0.31,"Premium","H","SI1",59,57,573,4.44,4.4,2.61
"6571",53365,0.77,"Premium","G","SI1",62.7,57,2657,5.85,5.79,3.65
"6572",5692,1.01,"Good","H","SI2",63.9,58,3888,6.32,6.35,4.05
"6573",38112,0.36,"Ideal","E","VS2",62.8,56,1013,4.54,4.51,2.84
"6574",51375,0.7,"Good","H","VS1",63.9,58,2367,5.67,5.59,3.6
"6575",42274,0.23,"Very Good","E","VVS2",59.3,60,505,4,4.1,2.4
"6576",19341,1.02,"Ideal","G","VVS2",61.1,57,8042,6.51,6.48,3.97
"6577",2746,1,"Fair","H","SI2",66.5,62,3248,6.19,6.1,4.09
"6578",48960,0.61,"Ideal","I","VVS1",61.9,56,2048,5.41,5.45,3.36
"6579",42814,0.52,"Very Good","F","SI1",60.3,61,1354,5.21,5.27,3.16
"6580",14793,1.09,"Premium","H","VS1",60.2,61,5951,6.7,6.66,4.02
"6581",48073,0.72,"Ideal","J","SI1",62.7,56,1929,5.75,5.67,3.58
"6582",5092,0.9,"Good","D","SI1",64.1,56,3755,6.04,6.07,3.88
"6583",38849,0.4,"Ideal","I","IF",62.2,56,1050,4.75,4.71,2.94
"6584",6567,1,"Premium","E","SI2",60.5,61,4077,6.38,6.31,3.84
"6585",12337,1.1,"Ideal","G","SI1",62.3,56,5226,6.64,6.58,4.12
"6586",9376,0.32,"Premium","D","SI1",60.2,58,589,4.4,4.43,2.66
"6587",50913,0.72,"Premium","H","VS2",61.1,58,2318,5.78,5.74,3.52
"6588",27680,3.51,"Premium","J","VS2",62.5,59,18701,9.66,9.63,6.03
"6589",45540,0.51,"Premium","F","VS2",61,58,1687,5.17,5.1,3.13
"6590",38395,0.42,"Ideal","E","VS2",61.8,57,1024,4.81,4.77,2.96
"6591",29478,0.32,"Ideal","F","VS1",61.3,56,702,4.4,4.44,2.71
"6592",23045,1.52,"Good","E","SI1",63.5,58,11075,7.29,7.36,4.65
"6593",53904,0.75,"Very Good","E","SI1",62.9,57,2753,5.79,5.84,3.66
"6594",11442,1.2,"Premium","I","VS2",62.2,61,5006,6.74,6.73,4.19
"6595",44660,0.35,"Premium","D","SI2",60.8,58,522,4.51,4.57,2.76
"6596",36209,0.36,"Ideal","H","VVS2",62.3,57,932,4.57,4.52,2.83
"6597",18473,1.5,"Ideal","J","SI1",61.1,56.7,7520,7.35,7.38,4.5
"6598",23046,1.51,"Very Good","H","VS2",60.9,54,11077,7.38,7.41,4.5
"6599",53028,0.82,"Very Good","I","SI1",60.5,58,2602,6.01,6.08,3.66
"6600",25849,2,"Premium","G","SI1",59.3,60,14918,8.19,8.13,4.84
"6601",27999,0.3,"Premium","E","VS2",62.4,59,658,4.26,4.3,2.67
"6602",933,0.9,"Good","H","SI2",62.7,64,2883,6.09,6,3.79
"6603",27177,2.48,"Very Good","I","SI2",63,62,17448,8.58,8.62,5.42
"6604",52073,0.81,"Ideal","J","VS2",62.1,56,2455,5.94,5.97,3.7
"6605",15134,1.25,"Premium","I","VS2",61,59,6084,6.98,6.89,4.23
"6606",39953,0.33,"Ideal","D","SI2",62.4,56,492,4.41,4.44,2.76
"6607",46468,0.53,"Good","D","VS1",60.2,56,1775,5.22,5.28,3.16
"6608",21514,2,"Fair","I","SI2",65,57,9610,8.01,7.96,5.19
"6609",45843,0.5,"Good","G","VVS2",63.8,56,1715,5.03,5.06,3.22
"6610",33558,0.41,"Premium","J","VS1",61.3,59,830,4.78,4.74,2.92
"6611",14017,1.01,"Good","G","VS2",63.7,56,5701,6.4,6.32,4.05
"6612",51003,0.59,"Premium","D","VS1",61.9,58,2326,5.37,5.32,3.31
"6613",49791,0.73,"Premium","G","SI1",60.8,58,2163,5.82,5.85,3.55
"6614",12463,1.27,"Premium","I","SI2",61.4,59,5249,6.98,6.94,4.27
"6615",20082,1.21,"Ideal","F","VS2",62.9,54,8557,6.82,6.78,4.28
"6616",10063,0.32,"Premium","H","SI1",60.9,60,591,4.43,4.4,2.69
"6617",47395,0.52,"Ideal","H","VVS1",61.7,55,1847,5.2,5.17,3.2
"6618",44067,0.54,"Very Good","F","VS2",58.2,60,1551,5.34,5.39,3.12
"6619",14769,1.01,"Very Good","G","VS2",61.4,59,5944,6.42,6.48,3.96
"6620",47608,0.58,"Premium","D","SI1",60.2,58,1879,5.46,5.37,3.26
"6621",48060,0.55,"Ideal","D","VS2",61.5,56,1928,5.25,5.28,3.24
"6622",16440,2.22,"Fair","H","I1",70.1,55,6564,7.77,7.74,5.44
"6623",48662,0.73,"Very Good","H","SI1",62.2,57,2001,5.77,5.8,3.6
"6624",25459,2.28,"Good","J","SI1",63.7,55,14220,8.28,8.35,5.3
"6625",30994,0.37,"Premium","F","VS2",61.2,58,746,4.63,4.69,2.85
"6626",31703,0.36,"Premium","F","SI1",61.1,59,770,4.62,4.58,2.81
"6627",44609,0.53,"Ideal","E","SI1",61.6,56,1607,5.23,5.19,3.21
"6628",16504,1.02,"Very Good","D","VS2",62.3,57,6597,6.41,6.47,4.01
"6629",39697,0.48,"Good","G","VS2",65.4,59,1088,4.79,4.88,3.16
"6630",24181,1.52,"Ideal","F","SI1",61.5,55,12364,7.41,7.44,4.57
"6631",16460,1.35,"Premium","I","SI1",59.2,59,6577,7.24,7.18,4.27
"6632",45590,0.52,"Premium","G","VS1",62.6,59,1689,5.08,5.11,3.19
"6633",40246,0.37,"Ideal","D","VS2",61,56,1124,4.7,4.65,2.85
"6634",31272,0.32,"Very Good","E","SI2",62.7,57,449,4.34,4.37,2.73
"6635",34606,0.27,"Very Good","D","VS1",63.2,55,470,4.1,4.16,2.61
"6636",31930,0.3,"Ideal","F","VS2",62,55,776,4.33,4.31,2.68
"6637",44238,0.51,"Ideal","H","VS1",61.8,57,1573,5.11,5.14,3.16
"6638",2633,0.7,"Premium","D","VS1",61.6,60,3229,5.63,5.6,3.46
"6639",22238,1.5,"Premium","H","VS2",62.2,58,10291,7.27,7.36,4.55
"6640",27998,0.3,"Premium","E","VS2",61.7,58,658,4.32,4.34,2.67
"6641",4333,0.9,"Premium","E","SI2",62.6,60,3599,6.18,6.09,3.84
"6642",8583,1.15,"Premium","F","SI2",62.2,59,4437,6.7,6.62,4.14
"6643",1875,0.79,"Very Good","F","SI1",58.5,61,3073,6.03,6.08,3.54
"6644",43568,0.41,"Ideal","G","IF",61,57,1431,4.81,4.79,2.93
"6645",22652,1.72,"Very Good","G","SI2",62.4,59,10697,7.63,7.67,4.77
"6646",19439,1.51,"Ideal","J","VS1",62.7,56,8092,7.3,7.35,4.59
"6647",49028,0.56,"Ideal","D","SI1",61.9,57,2053,5.27,5.3,3.27
"6648",35182,0.31,"Ideal","G","IF",61.7,56,891,4.34,4.38,2.69
"6649",18139,1.59,"Very Good","I","SI2",61.9,58,7345,7.46,7.5,4.63
"6650",35782,0.32,"Ideal","F","VVS1",61.4,56,912,4.4,4.43,2.71
"6651",19309,1.03,"Ideal","G","VVS2",61.6,57,8020,6.51,6.48,4
"6652",32161,0.38,"Ideal","D","VS2",60.8,57,787,4.66,4.68,2.84
"6653",51984,0.25,"Very Good","F","VVS2",61.9,57,548,4.07,4.11,2.53
"6654",45889,0.54,"Ideal","J","VVS2",61.6,57,1720,5.25,5.23,3.23
"6655",15352,1,"Good","D","VS2",65.7,55,6163,6.17,6.22,4.07
"6656",21202,1.51,"Premium","I","SI1",61.7,60,9344,7.31,7.27,4.5
"6657",11036,1.09,"Good","H","SI1",63.6,56,4920,6.53,6.56,4.16
"6658",10745,1,"Good","F","SI1",63.6,58,4851,6.27,6.31,4
"6659",29992,0.32,"Ideal","F","VS1",61,56,716,4.45,4.48,2.72
"6660",17736,1.51,"Fair","J","VS1",65.2,56,7139,7.16,7.11,4.65
"6661",44570,0.57,"Premium","J","VS1",62.2,58,1606,5.34,5.3,3.31
"6662",39614,0.35,"Ideal","I","VS2",62.5,57,491,4.5,4.53,2.82
"6663",44229,0.52,"Very Good","H","VS1",63.5,58,1572,5.08,5.13,3.24
"6664",40694,0.41,"Ideal","F","VVS1",62.3,56,1157,4.77,4.79,2.98
"6665",4495,0.9,"Ideal","I","VS2",61.5,58,3629,6.19,6.23,3.82
"6666",42631,0.51,"Ideal","H","SI1",62.1,55,1331,5.17,5.15,3.2
"6667",49660,0.71,"Very Good","I","SI1",61.5,58,2141,5.67,5.72,3.5
"6668",32210,0.39,"Good","F","VS2",63.3,55,788,4.63,4.66,2.94
"6669",3764,1.05,"Premium","J","SI2",60.9,60,3457,6.59,6.51,3.99
"6670",9771,1.11,"Premium","H","SI2",61.6,60,4662,6.67,6.6,4.09
"6671",51990,0.25,"Very Good","E","VVS2",63.2,59,548,3.98,4,2.52
"6672",51531,0.71,"Premium","I","VVS2",61.4,56,2386,5.79,5.75,3.54
"6673",48092,0.98,"Fair","G","I1",58.7,57,1932,6.54,6.43,3.8
"6674",1663,0.9,"Good","J","VS2",63.9,58,3024,6.15,6.08,3.91
"6675",11898,1.01,"Very Good","G","VS2",62.8,58,5119,6.35,6.42,4.01
"6676",7057,0.33,"Premium","G","VS2",61.9,59,579,4.4,4.46,2.74
"6677",26455,2.07,"Premium","I","SI1",62.3,60,15992,8.16,8.12,5.07
"6678",39791,0.32,"Ideal","E","IF",61.9,56,1095,4.4,4.42,2.73
"6679",34719,0.37,"Good","D","SI1",63.7,55,874,4.59,4.55,2.91
"6680",50396,0.59,"Very Good","D","VS1",62.6,58,2254,5.34,5.39,3.36
"6681",33434,0.32,"Premium","G","VS1",62.1,55,828,4.44,4.41,2.75
"6682",27795,0.37,"Very Good","G","VS2",61.2,57,649,4.59,4.63,2.82
"6683",51938,0.55,"Ideal","G","IF",60,57,2440,5.33,5.39,3.22
"6684",37353,0.4,"Ideal","D","VS2",61.5,55,982,4.71,4.75,2.91
"6685",29552,0.25,"Ideal","E","VVS2",61.7,56,705,4.05,4.07,2.5
"6686",31341,0.35,"Very Good","F","VS1",61.9,56,760,4.5,4.53,2.79
"6687",15387,0.29,"Very Good","G","VVS1",62,55,607,4.27,4.29,2.65
"6688",26005,2.02,"Ideal","J","VS1",61.9,58,15231,8.06,8.1,5
"6689",49536,0.59,"Ideal","G","VVS2",62.6,57,2125,5.33,5.37,3.35
"6690",29129,0.43,"Very Good","I","SI2",61.5,54,691,4.86,4.89,3
"6691",47126,0.7,"Fair","E","SI2",70.6,56,1828,5.45,5.35,3.81
"6692",10153,1.1,"Ideal","H","SI2",63.1,58,4725,6.54,6.53,4.12
"6693",48901,0.59,"Premium","G","VVS2",62.8,54,2040,5.41,5.34,3.38
"6694",5598,1.01,"Premium","H","SI1",62.8,58,3869,6.43,6.34,4.01
"6695",30436,0.32,"Very Good","H","VVS1",62.9,57,730,4.33,4.38,2.74
"6696",26721,0.32,"Very Good","F","VS2",61,61,645,4.38,4.41,2.68
"6697",11123,1.24,"Ideal","I","SI2",60.7,57,4937,6.98,6.92,4.22
"6698",3050,0.27,"Very Good","G","IF",60.8,57,566,4.2,4.22,2.56
"6699",593,0.7,"Ideal","E","VS1",61.8,56,2837,5.74,5.69,3.53
"6700",34269,0.32,"Ideal","I","VS2",62.3,55,466,4.39,4.41,2.74
"6701",24433,2.01,"Very Good","J","VS2",62.1,60,12683,7.88,8,4.93
"6702",42124,0.5,"Ideal","H","VS2",62.3,54,1279,5.11,5.13,3.19
"6703",39364,0.5,"Premium","E","SI1",62.2,58,1073,5.03,4.87,3.1
"6704",48912,0.54,"Ideal","G","VVS1",61.7,56,2041,5.24,5.26,3.24
"6705",30322,0.36,"Ideal","H","VVS2",62.3,57,726,4.52,4.57,2.83
"6706",34498,0.32,"Ideal","F","VVS1",60.6,56,867,4.46,4.48,2.71
"6707",44966,0.69,"Premium","I","SI1",62,59,1636,5.66,5.63,3.5
"6708",3316,0.9,"Premium","H","SI2",58.3,60,3371,6.34,6.31,3.69
"6709",18628,1.02,"Premium","G","VVS2",62.6,59,7602,6.41,6.46,4.03
"6710",4225,0.83,"Ideal","H","VVS1",61.7,57,3570,6.02,6.07,3.73
"6711",24673,1.77,"Ideal","D","SI2",61.8,57,13026,7.77,7.71,4.78
"6712",8486,0.95,"Very Good","D","SI2",60.1,61,4418,6.35,6.37,3.82
"6713",52913,0.71,"Very Good","F","VS2",63.1,58,2588,5.65,5.7,3.58
"6714",46411,0.7,"Ideal","J","SI2",61.4,55,1767,5.72,5.75,3.52
"6715",5298,0.71,"Ideal","D","VS1",62.1,57,3801,5.7,5.73,3.55
"6716",51049,0.73,"Fair","I","VS1",55.9,66,2330,6.11,6.01,3.39
"6717",51762,0.53,"Ideal","D","VVS2",62.2,56,2407,5.19,5.23,3.24
"6718",50760,0.57,"Good","F","VVS2",57.6,60,2298,5.49,5.45,3.15
"6719",231,0.72,"Very Good","F","VS2",63,54,2784,5.69,5.73,3.6
"6720",18001,1.01,"Good","G","VVS1",63.1,59,7279,6.33,6.42,4.02
"6721",14215,1.27,"Premium","J","VVS1",60.1,58,5761,7.06,6.99,4.22
"6722",25357,0.28,"Very Good","E","VVS2",60,56,642,4.26,4.28,2.56
"6723",29131,0.44,"Ideal","E","SI2",62,54,691,4.9,4.94,3.05
"6724",31869,0.3,"Good","H","VVS2",63.6,56,776,4.29,4.26,2.72
"6725",26408,1,"Good","D","IF",63.3,59,15928,6.33,6.37,4.02
"6726",2734,0.7,"Very Good","F","VVS2",62.5,58,3247,5.63,5.67,3.53
"6727",11145,0.9,"Ideal","E","SI1",61.7,57,4940,6.21,6.24,3.84
"6728",47745,0.54,"Ideal","D","VS2",61.1,56,1892,5.25,5.29,3.22
"6729",3972,0.55,"Good","D","IF",58,62,3509,5.31,5.41,3.12
"6730",38978,0.43,"Ideal","E","VS2",61.6,54,1053,4.9,4.88,3.01
"6731",23703,0.4,"Premium","J","VS1",59.7,59,631,4.79,4.83,2.87
"6732",14133,1.01,"Good","F","VS2",63.3,55,5731,6.32,6.39,4.02
"6733",23265,1.41,"Premium","E","VS2",61.3,58,11269,7.29,7.25,4.46
"6734",52355,0.77,"Very Good","I","VS1",62.6,55,2501,5.85,5.9,3.68
"6735",11389,0.34,"Ideal","G","VS2",62.2,53,596,4.46,4.51,2.79
"6736",29851,0.3,"Premium","D","VS2",60.7,60,710,4.33,4.37,2.64
"6737",26515,2.01,"Good","I","VS2",63.6,57,16149,7.95,7.87,5.03
"6738",12093,1.18,"Ideal","I","SI2",61.9,54,5163,6.77,6.84,4.21
"6739",46399,0.51,"Ideal","F","VS1",60.2,56,1765,5.22,5.24,3.15
"6740",35719,0.3,"Ideal","D","VS2",61.4,55,911,4.34,4.32,2.66
"6741",46683,0.7,"Good","H","SI2",62.8,57,1790,5.58,5.66,3.53
"6742",43621,0.52,"Ideal","F","SI1",60.4,56,1432,5.22,5.28,3.17
"6743",44318,0.31,"Good","H","SI1",64,54,521,4.31,4.29,2.75
"6744",14313,1.01,"Fair","D","VS2",59.1,68,5797,6.56,6.44,3.84
"6745",53199,0.7,"Premium","G","VS2",61.6,58,2633,5.69,5.73,3.52
"6746",35171,0.31,"Ideal","G","IF",61.6,56,891,4.38,4.42,2.71
"6747",44596,0.53,"Very Good","H","VS1",63.4,56,1607,5.16,5.13,3.26
"6748",11852,0.9,"Very Good","E","VS1",60.7,61,5102,6.21,6.24,3.78
"6749",29325,0.31,"Premium","H","VS1",62.9,58,698,4.34,4.31,2.72
"6750",6000,1.01,"Premium","H","SI2",62.8,61,3959,6.33,6.25,3.95
"6751",8452,1.07,"Premium","H","SI2",61.2,60,4413,6.53,6.57,4.01
"6752",49332,0.6,"Very Good","G","VS1",61.9,56,2094,5.41,5.45,3.36
"6753",39168,0.4,"Premium","J","IF",62.2,61,1063,4.71,4.68,2.92
"6754",8560,1.1,"Premium","H","SI2",62.6,57,4435,6.6,6.56,4.12
"6755",21506,1.03,"Ideal","F","VVS1",62.6,57,9598,6.49,6.38,4.03
"6756",46072,0.63,"Premium","F","SI1",60.9,56,1736,5.58,5.56,3.39
"6757",43629,0.43,"Very Good","E","VVS1",60.3,58,1433,4.86,4.93,2.95
"6758",7923,1.11,"Very Good","J","SI1",62.4,57.7,4316,6.57,6.64,4.12
"6759",42142,0.5,"Fair","G","VS1",67,61,1280,4.97,4.91,3.31
"6760",53155,0.71,"Fair","G","VS2",57,66,2623,5.83,5.81,3.32
"6761",47303,0.25,"Ideal","G","SI1",62.6,53,395,4.04,4.07,2.54
"6762",16895,1.1,"Ideal","E","SI1",61.3,56,6743,6.65,6.7,4.09
"6763",47380,0.54,"Ideal","G","VS1",62.3,55,1847,5.24,5.2,3.25
"6764",1601,0.61,"Ideal","E","VVS2",62,54,3011,5.43,5.47,3.38
"6765",4461,1.01,"Premium","H","SI2",60.1,58,3620,6.55,6.52,3.93
"6766",36525,0.4,"Premium","F","SI1",62.8,59,945,4.72,4.71,2.96
"6767",52816,0.71,"Premium","H","VS1",61.2,57,2572,5.83,5.77,3.55
"6768",34214,0.39,"Very Good","G","VS1",62.4,57,855,4.62,4.68,2.9
"6769",14270,1.13,"Premium","H","VS2",62.4,58,5779,6.61,6.66,4.14
"6770",50457,0.77,"Good","I","SI1",62.3,55,2264,5.88,5.93,3.68
"6771",43217,0.5,"Fair","E","VS2",66.3,55,1397,4.98,4.94,3.29
"6772",1300,0.72,"Ideal","D","SI1",61.9,55,2954,5.75,5.78,3.57
"6773",43952,0.31,"Very Good","F","SI1",62.9,57,516,4.31,4.34,2.72
"6774",49169,0.62,"Ideal","F","VS1",62.3,56,2073,5.43,5.46,3.39
"6775",43824,0.51,"Good","E","SI1",63.9,56,1443,5.11,5.07,3.25
"6776",39729,0.51,"Ideal","G","SI2",61.3,58,1091,5.15,5.19,3.17
"6777",11973,1.21,"Premium","H","SI2",60.6,56,5140,6.92,6.84,4.17
"6778",13982,1.2,"Ideal","I","SI1",62.3,53,5694,6.8,6.85,4.25
"6779",29216,0.31,"Ideal","F","VS1",60.7,56,695,4.37,4.39,2.66
"6780",14488,1.15,"Premium","G","SI1",62.2,56,5851,6.76,6.68,4.18
"6781",37307,0.31,"Ideal","F","IF",62.1,56,979,4.33,4.36,2.7
"6782",35955,0.3,"Ideal","F","SI1",62.5,56,475,4.28,4.3,2.68
"6783",25576,1.72,"Premium","H","VS1",59.3,59,14414,7.86,7.82,4.65
"6784",30873,0.33,"Ideal","G","VS2",62.3,57,743,4.43,4.4,2.75
"6785",40926,0.3,"Ideal","E","SI1",62.1,58,499,4.27,4.29,2.66
"6786",9741,1,"Fair","F","SI1",65.8,58,4657,6.23,6.15,4.07
"6787",41956,0.23,"Very Good","E","VVS2",62.6,59,505,3.93,3.96,2.47
"6788",21769,1.51,"Premium","H","SI1",61.3,60,9833,7.29,7.33,4.48
"6789",29729,0.31,"Very Good","G","VVS2",62.9,58,707,4.28,4.3,2.7
"6790",48397,0.64,"Very Good","D","SI1",62.2,55,1967,5.51,5.55,3.44
"6791",14422,1.2,"Ideal","H","SI1",61.7,55,5822,6.86,6.82,4.22
"6792",35753,0.3,"Premium","D","VS2",61.7,59,911,4.28,4.25,2.63
"6793",21030,1.03,"Ideal","G","VVS2",61.6,56,9236,6.48,6.5,4
"6794",53091,0.71,"Premium","E","VS2",62.4,60,2613,5.68,5.66,3.54
"6795",10695,1.03,"Ideal","E","SI2",62.3,56,4845,6.52,6.44,4.04
"6796",2049,0.32,"Ideal","G","VS2",61.8,57,561,4.38,4.42,2.72
"6797",48891,0.57,"Ideal","G","VVS2",61.9,56,2039,5.29,5.3,3.28
"6798",25702,0.35,"Ideal","D","SI1",60.8,55,644,4.56,4.59,2.78
"6799",32906,0.33,"Ideal","F","VVS2",62.2,56,810,4.43,4.45,2.76
"6800",34085,0.36,"Ideal","D","VS2",61.5,57,852,4.56,4.58,2.81
"6801",44052,0.52,"Ideal","E","VS2",62.3,53,1549,5.17,5.2,3.23
"6802",8111,1.01,"Premium","H","VS2",58.1,60,4348,6.61,6.55,3.82
"6803",6445,0.72,"Ideal","D","VS1",61.7,56,4047,5.77,5.81,3.57
"6804",39169,0.4,"Ideal","J","IF",62.4,56,1063,4.74,4.71,2.95
"6805",79,0.26,"Very Good","D","VVS2",62.8,60,554,4.01,4.05,2.53
"6806",22360,0.31,"Ideal","H","VS2",62.6,57,628,4.38,4.34,2.73
"6807",24358,1.7,"Very Good","I","VS1",61.9,57,12621,7.67,7.64,4.74
"6808",35265,0.34,"Ideal","G","VVS1",62.1,55,895,4.46,4.49,2.78
"6809",10513,1.03,"Ideal","H","SI1",62.4,56,4800,6.45,6.5,4.04
"6810",32150,0.28,"Very Good","F","IF",59.8,56,787,4.27,4.29,2.56
"6811",51569,0.7,"Ideal","I","VS2",62.3,54,2390,5.67,5.72,3.55
"6812",53186,0.75,"Premium","G","SI1",60.9,58,2631,5.87,5.83,3.56
"6813",48491,0.67,"Very Good","H","VS1",63.4,59,1981,5.53,5.57,3.52
"6814",6279,0.9,"Ideal","H","SI2",61,56,4016,6.23,6.29,3.82
"6815",50813,0.81,"Ideal","J","SI1",62,56,2307,6,6.03,3.73
"6816",49651,0.7,"Premium","F","SI2",59.6,60,2139,5.77,5.71,3.42
"6817",19092,1.8,"Ideal","D","SI2",62.9,54,7862,7.77,7.74,4.88
"6818",22501,1.22,"Ideal","D","VS2",61.7,56,10538,6.89,6.86,4.24
"6819",4337,0.9,"Ideal","E","SI2",62,55,3599,6.23,6.15,3.84
"6820",53750,0.7,"Ideal","G","VS1",61.9,57,2724,5.7,5.68,3.52
"6821",38254,0.31,"Very Good","J","VS2",62.7,58,380,4.3,4.34,2.71
"6822",23145,1.3,"Premium","G","VVS1",60.5,60,11162,7.05,7.01,4.25
"6823",53145,0.76,"Premium","H","VS2",58.7,61,2622,5.99,5.96,3.51
"6824",13149,1.01,"Ideal","G","VS2",61.7,57,5439,6.44,6.49,3.99
"6825",8603,1.11,"Very Good","I","SI2",62.5,58,4442,6.59,6.65,4.14
"6826",11621,1.03,"Very Good","H","SI1",60.4,60,5050,6.41,6.53,3.91
"6827",2765,0.82,"Ideal","F","SI1",62.6,56,3251,5.95,5.99,3.74
"6828",8050,0.25,"Ideal","G","IF",61.1,57,582,4.06,4.07,2.48
"6829",41587,0.3,"Ideal","I","VS2",62.1,58,389,4.27,4.29,2.66
"6830",46260,0.57,"Ideal","F","VS2",61.7,57,1754,5.33,5.36,3.3
"6831",32858,0.4,"Ideal","H","VS1",61.8,56,807,4.74,4.78,2.94
"6832",43725,0.51,"Very Good","G","VS2",62.9,54,1438,5.08,5.12,3.21
"6833",6943,0.82,"Very Good","F","VVS2",63.1,59,4141,5.91,5.97,3.75
"6834",35503,0.41,"Very Good","E","SI1",60.5,63,904,4.81,4.77,2.9
"6835",16926,1.69,"Ideal","H","I1",62,56,6757,7.66,7.61,4.73
"6836",29548,0.38,"Very Good","H","VS1",61.3,54,705,4.68,4.7,2.88
"6837",52436,0.7,"Premium","I","VVS1",59.1,60,2513,5.77,5.8,3.42
"6838",28300,0.3,"Good","H","SI1",63.7,57,432,4.26,4.28,2.72
"6839",39956,0.33,"Good","D","SI2",63.4,56,492,4.4,4.43,2.8
"6840",8228,1,"Premium","I","VS2",61.6,59,4372,6.39,6.47,3.96
"6841",30613,0.3,"Good","D","SI2",63.2,57,447,4.21,4.24,2.67
"6842",6712,0.27,"Very Good","E","VS1",60.6,59,413,4.19,4.22,2.55
"6843",30908,0.37,"Ideal","G","SI1",61.8,55,745,4.62,4.64,2.86
"6844",35248,0.3,"Premium","E","VVS1",60,60,895,4.35,4.38,2.62
"6845",21844,1.5,"Very Good","F","SI1",62.8,56,9904,7.26,7.33,4.58
